Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
Total Nacional;De 16 a 64 años;Mujeres;2008T4;65,6
Total Nacional;De 16 a 64 años;Mujeres;2008T3;64,53
Total Nacional;De 16 a 64 años;Mujeres;2008T2;64,28
Total Nacional;De 16 a 64 años;Mujeres;2008T1;63,65
Total Nacional;De 16 a 64 años;Mujeres;2007T4;63,31
Total Nacional;De 16 a 64 años;Mujeres;2007T3;62,9
Total Nacional;De 16 a 64 años;Mujeres;2007T2;62,6
Total Nacional;De 16 a 64 años;Mujeres;2007T1;62,34
Total Nacional;De 16 a 64 años;Mujeres;2006T4;62,29
Total Nacional;De 16 a 64 años;Mujeres;2006T3;61,38
Total Nacional;De 16 a 64 años;Mujeres;2006T2;61,56
Total Nacional;De 16 a 64 años;Mujeres;2006T1;60,98
Total Nacional;De 16 a 64 años;Mujeres;2005T4;60,38
Total Nacional;De 16 a 64 años;Mujeres;2005T3;59,6
Total Nacional;De 16 a 64 años;Mujeres;2005T2;59,87
Total Nacional;De 16 a 64 años;Mujeres;2005T1;59,07
Total Nacional;De 16 a 64 años;Mujeres;2004T4;58,93
Total Nacional;De 16 a 64 años;Mujeres;2004T3;58,33
Total Nacional;De 16 a 64 años;Mujeres;2004T2;58,02
Total Nacional;De 16 a 64 años;Mujeres;2004T1;57,58
Total Nacional;De 16 a 64 años;Mujeres;2003T4;57,4
Total Nacional;De 16 a 64 años;Mujeres;2003T3;56,96
Total Nacional;De 16 a 64 años;Mujeres;2003T2;56,37
Total Nacional;De 16 a 64 años;Mujeres;2003T1;55,88
Total Nacional;De 16 a 64 años;Mujeres;2002T4;55,32
Total Nacional;De 16 a 64 años;Mujeres;2002T3;54,98
Total Nacional;De 16 a 64 años;Mujeres;2002T2;54,57
Total Nacional;De 16 a 64 años;Mujeres;2002T1;53,82
01 Andalucía;Total;Ambos sexos;2023T2;57,51
01 Andalucía;Total;Ambos sexos;2023T1;56,93
01 Andalucía;Total;Ambos sexos;2022T4;56,4
01 Andalucía;Total;Ambos sexos;2022T3;56,93
01 Andalucía;Total;Ambos sexos;2022T2;56,8
01 Andalucía;Total;Ambos sexos;2022T1;56,39
01 Andalucía;Total;Ambos sexos;2021T4;57,55
01 Andalucía;Total;Ambos sexos;2021T3;57,43
01 Andalucía;Total;Ambos sexos;2021T2;57,09
01 Andalucía;Total;Ambos sexos;2021T1;56,02
01 Andalucía;Total;Ambos sexos;2020T4;56,69
01 Andalucía;Total;Ambos sexos;2020T3;55,77
01 Andalucía;Total;Ambos sexos;2020T2;52,72
01 Andalucía;Total;Ambos sexos;2020T1;56,3
01 Andalucía;Total;Ambos sexos;2019T4;56,63
01 Andalucía;Total;Ambos sexos;2019T3;56,85
01 Andalucía;Total;Ambos sexos;2019T2;57,04
01 Andalucía;Total;Ambos sexos;2019T1;56,65
01 Andalucía;Total;Ambos sexos;2018T4;56,6
01 Andalucía;Total;Ambos sexos;2018T3;56,81
01 Andalucía;Total;Ambos sexos;2018T2;57,05
01 Andalucía;Total;Ambos sexos;2018T1;57,08
01 Andalucía;Total;Ambos sexos;2017T4;56,94
01 Andalucía;Total;Ambos sexos;2017T3;57,34
01 Andalucía;Total;Ambos sexos;2017T2;57,42
01 Andalucía;Total;Ambos sexos;2017T1;57,69
01 Andalucía;Total;Ambos sexos;2016T4;57,47
01 Andalucía;Total;Ambos sexos;2016T3;57,65
01 Andalucía;Total;Ambos sexos;2016T2;58
01 Andalucía;Total;Ambos sexos;2016T1;58,18
01 Andalucía;Total;Ambos sexos;2015T4;58,4
01 Andalucía;Total;Ambos sexos;2015T3;58,69
01 Andalucía;Total;Ambos sexos;2015T2;59,14
01 Andalucía;Total;Ambos sexos;2015T1;58,81
01 Andalucía;Total;Ambos sexos;2014T4;59,35
01 Andalucía;Total;Ambos sexos;2014T3;58,66
01 Andalucía;Total;Ambos sexos;2014T2;58,72
01 Andalucía;Total;Ambos sexos;2014T1;58,6
01 Andalucía;Total;Ambos sexos;2013T4;58,85
01 Andalucía;Total;Ambos sexos;2013T3;58,48
01 Andalucía;Total;Ambos sexos;2013T2;59,15
01 Andalucía;Total;Ambos sexos;2013T1;58,75
01 Andalucía;Total;Ambos sexos;2012T4;59,07
01 Andalucía;Total;Ambos sexos;2012T3;59,12
01 Andalucía;Total;Ambos sexos;2012T2;59,06
01 Andalucía;Total;Ambos sexos;2012T1;58,89
01 Andalucía;Total;Ambos sexos;2011T4;58,77
01 Andalucía;Total;Ambos sexos;2011T3;58,57
01 Andalucía;Total;Ambos sexos;2011T2;58,39
01 Andalucía;Total;Ambos sexos;2011T1;58,85
01 Andalucía;Total;Ambos sexos;2010T4;58,56
01 Andalucía;Total;Ambos sexos;2010T3;58,35
01 Andalucía;Total;Ambos sexos;2010T2;58,71
01 Andalucía;Total;Ambos sexos;2010T1;58,82
01 Andalucía;Total;Ambos sexos;2009T4;58,22
01 Andalucía;Total;Ambos sexos;2009T3;57,68
01 Andalucía;Total;Ambos sexos;2009T2;58,48
01 Andalucía;Total;Ambos sexos;2009T1;58,42
01 Andalucía;Total;Ambos sexos;2008T4;58,22
01 Andalucía;Total;Ambos sexos;2008T3;57,62
01 Andalucía;Total;Ambos sexos;2008T2;57,17
01 Andalucía;Total;Ambos sexos;2008T1;57,17
01 Andalucía;Total;Ambos sexos;2007T4;56,81
01 Andalucía;Total;Ambos sexos;2007T3;56,32
01 Andalucía;Total;Ambos sexos;2007T2;56,32
01 Andalucía;Total;Ambos sexos;2007T1;56,12
01 Andalucía;Total;Ambos sexos;2006T4;55,56
01 Andalucía;Total;Ambos sexos;2006T3;55,37
01 Andalucía;Total;Ambos sexos;2006T2;55,44
01 Andalucía;Total;Ambos sexos;2006T1;55,61
01 Andalucía;Total;Ambos sexos;2005T4;55,39
01 Andalucía;Total;Ambos sexos;2005T3;54,61
01 Andalucía;Total;Ambos sexos;2005T2;54,48
01 Andalucía;Total;Ambos sexos;2005T1;54,17
01 Andalucía;Total;Ambos sexos;2004T4;54,51
01 Andalucía;Total;Ambos sexos;2004T3;54,14
01 Andalucía;Total;Ambos sexos;2004T2;53,58
01 Andalucía;Total;Ambos sexos;2004T1;53,48
01 Andalucía;Total;Ambos sexos;2003T4;53,71
01 Andalucía;Total;Ambos sexos;2003T3;53,24
01 Andalucía;Total;Ambos sexos;2003T2;52,95
01 Andalucía;Total;Ambos sexos;2003T1;52,75
01 Andalucía;Total;Ambos sexos;2002T4;52,7
01 Andalucía;Total;Ambos sexos;2002T3;52,38
01 Andalucía;Total;Ambos sexos;2002T2;52,75
01 Andalucía;Total;Ambos sexos;2002T1;51,98
01 Andalucía;Total;Hombres;2023T2;62,71
01 Andalucía;Total;Hombres;2023T1;62,12
01 Andalucía;Total;Hombres;2022T4;62,02
01 Andalucía;Total;Hombres;2022T3;62,96
01 Andalucía;Total;Hombres;2022T2;62,63
01 Andalucía;Total;Hombres;2022T1;62,29
01 Andalucía;Total;Hombres;2021T4;63,51
01 Andalucía;Total;Hombres;2021T3;63,85
01 Andalucía;Total;Hombres;2021T2;63,62
01 Andalucía;Total;Hombres;2021T1;62,83
01 Andalucía;Total;Hombres;2020T4;63,45
01 Andalucía;Total;Hombres;2020T3;62,91
01 Andalucía;Total;Hombres;2020T2;60,17
01 Andalucía;Total;Hombres;2020T1;63,13
01 Andalucía;Total;Hombres;2019T4;63,31
01 Andalucía;Total;Hombres;2019T3;63,67
01 Andalucía;Total;Hombres;2019T2;63,64
01 Andalucía;Total;Hombres;2019T1;63,13
01 Andalucía;Total;Hombres;2018T4;63,96
01 Andalucía;Total;Hombres;2018T3;64
01 Andalucía;Total;Hombres;2018T2;63,93
01 Andalucía;Total;Hombres;2018T1;63,94
01 Andalucía;Total;Hombres;2017T4;63,95
01 Andalucía;Total;Hombres;2017T3;64,46
01 Andalucía;Total;Hombres;2017T2;64,41
01 Andalucía;Total;Hombres;2017T1;64,7
01 Andalucía;Total;Hombres;2016T4;64,6
01 Andalucía;Total;Hombres;2016T3;64,43
01 Andalucía;Total;Hombres;2016T2;64,63
01 Andalucía;Total;Hombres;2016T1;64,89
01 Andalucía;Total;Hombres;2015T4;65,02
01 Andalucía;Total;Hombres;2015T3;65,58
01 Andalucía;Total;Hombres;2015T2;65,77
01 Andalucía;Total;Hombres;2015T1;65,64
01 Andalucía;Total;Hombres;2014T4;66,22
01 Andalucía;Total;Hombres;2014T3;66
01 Andalucía;Total;Hombres;2014T2;65,7
01 Andalucía;Total;Hombres;2014T1;65,51
01 Andalucía;Total;Hombres;2013T4;65,71
01 Andalucía;Total;Hombres;2013T3;65,78
01 Andalucía;Total;Hombres;2013T2;65,81
01 Andalucía;Total;Hombres;2013T1;65,4
01 Andalucía;Total;Hombres;2012T4;65,72
01 Andalucía;Total;Hombres;2012T3;66,14
01 Andalucía;Total;Hombres;2012T2;66,65
01 Andalucía;Total;Hombres;2012T1;66,2
01 Andalucía;Total;Hombres;2011T4;67,13
01 Andalucía;Total;Hombres;2011T3;66,9
01 Andalucía;Total;Hombres;2011T2;66,73
01 Andalucía;Total;Hombres;2011T1;67,09
01 Andalucía;Total;Hombres;2010T4;67,06
01 Andalucía;Total;Hombres;2010T3;67,32
01 Andalucía;Total;Hombres;2010T2;67,54
01 Andalucía;Total;Hombres;2010T1;67,53
01 Andalucía;Total;Hombres;2009T4;67,19
01 Andalucía;Total;Hombres;2009T3;67,64
01 Andalucía;Total;Hombres;2009T2;68,26
01 Andalucía;Total;Hombres;2009T1;68,34
01 Andalucía;Total;Hombres;2008T4;68,41
01 Andalucía;Total;Hombres;2008T3;68,6
01 Andalucía;Total;Hombres;2008T2;68,15
01 Andalucía;Total;Hombres;2008T1;68,14
01 Andalucía;Total;Hombres;2007T4;67,82
01 Andalucía;Total;Hombres;2007T3;68,58
01 Andalucía;Total;Hombres;2007T2;67,97
01 Andalucía;Total;Hombres;2007T1;67,62
01 Andalucía;Total;Hombres;2006T4;67,81
01 Andalucía;Total;Hombres;2006T3;68,03
01 Andalucía;Total;Hombres;2006T2;67,59
01 Andalucía;Total;Hombres;2006T1;68,08
01 Andalucía;Total;Hombres;2005T4;68,56
01 Andalucía;Total;Hombres;2005T3;67,93
01 Andalucía;Total;Hombres;2005T2;67,24
01 Andalucía;Total;Hombres;2005T1;66,89
01 Andalucía;Total;Hombres;2004T4;67,54
01 Andalucía;Total;Hombres;2004T3;67,66
01 Andalucía;Total;Hombres;2004T2;66,69
01 Andalucía;Total;Hombres;2004T1;66,75
01 Andalucía;Total;Hombres;2003T4;66,76
01 Andalucía;Total;Hombres;2003T3;66,77
01 Andalucía;Total;Hombres;2003T2;66,49
01 Andalucía;Total;Hombres;2003T1;66,17
01 Andalucía;Total;Hombres;2002T4;66,54
01 Andalucía;Total;Hombres;2002T3;66,51
01 Andalucía;Total;Hombres;2002T2;66,32
01 Andalucía;Total;Hombres;2002T1;65,66
01 Andalucía;Total;Mujeres;2023T2;52,54
01 Andalucía;Total;Mujeres;2023T1;51,96
01 Andalucía;Total;Mujeres;2022T4;51,02
01 Andalucía;Total;Mujeres;2022T3;51,16
01 Andalucía;Total;Mujeres;2022T2;51,22
01 Andalucía;Total;Mujeres;2022T1;50,74
01 Andalucía;Total;Mujeres;2021T4;51,85
01 Andalucía;Total;Mujeres;2021T3;51,3
01 Andalucía;Total;Mujeres;2021T2;50,86
01 Andalucía;Total;Mujeres;2021T1;49,52
01 Andalucía;Total;Mujeres;2020T4;50,22
01 Andalucía;Total;Mujeres;2020T3;48,94
01 Andalucía;Total;Mujeres;2020T2;45,6
01 Andalucía;Total;Mujeres;2020T1;49,76
01 Andalucía;Total;Mujeres;2019T4;50,24
01 Andalucía;Total;Mujeres;2019T3;50,33
01 Andalucía;Total;Mujeres;2019T2;50,73
01 Andalucía;Total;Mujeres;2019T1;50,44
01 Andalucía;Total;Mujeres;2018T4;49,54
01 Andalucía;Total;Mujeres;2018T3;49,91
01 Andalucía;Total;Mujeres;2018T2;50,45
01 Andalucía;Total;Mujeres;2018T1;50,5
01 Andalucía;Total;Mujeres;2017T4;50,21
01 Andalucía;Total;Mujeres;2017T3;50,51
01 Andalucía;Total;Mujeres;2017T2;50,72
01 Andalucía;Total;Mujeres;2017T1;50,96
01 Andalucía;Total;Mujeres;2016T4;50,61
01 Andalucía;Total;Mujeres;2016T3;51,14
01 Andalucía;Total;Mujeres;2016T2;51,62
01 Andalucía;Total;Mujeres;2016T1;51,73
01 Andalucía;Total;Mujeres;2015T4;52,04
01 Andalucía;Total;Mujeres;2015T3;52,08
01 Andalucía;Total;Mujeres;2015T2;52,77
01 Andalucía;Total;Mujeres;2015T1;52,26
01 Andalucía;Total;Mujeres;2014T4;52,74
01 Andalucía;Total;Mujeres;2014T3;51,61
01 Andalucía;Total;Mujeres;2014T2;52
01 Andalucía;Total;Mujeres;2014T1;51,96
01 Andalucía;Total;Mujeres;2013T4;52,26
01 Andalucía;Total;Mujeres;2013T3;51,45
01 Andalucía;Total;Mujeres;2013T2;52,74
01 Andalucía;Total;Mujeres;2013T1;52,33
01 Andalucía;Total;Mujeres;2012T4;52,67
01 Andalucía;Total;Mujeres;2012T3;52,36
01 Andalucía;Total;Mujeres;2012T2;51,74
01 Andalucía;Total;Mujeres;2012T1;51,83
01 Andalucía;Total;Mujeres;2011T4;50,7
01 Andalucía;Total;Mujeres;2011T3;50,51
01 Andalucía;Total;Mujeres;2011T2;50,33
01 Andalucía;Total;Mujeres;2011T1;50,88
01 Andalucía;Total;Mujeres;2010T4;50,35
01 Andalucía;Total;Mujeres;2010T3;49,68
01 Andalucía;Total;Mujeres;2010T2;50,18
01 Andalucía;Total;Mujeres;2010T1;50,4
01 Andalucía;Total;Mujeres;2009T4;49,54
01 Andalucía;Total;Mujeres;2009T3;48,04
01 Andalucía;Total;Mujeres;2009T2;49,01
01 Andalucía;Total;Mujeres;2009T1;48,82
01 Andalucía;Total;Mujeres;2008T4;48,36
01 Andalucía;Total;Mujeres;2008T3;46,99
01 Andalucía;Total;Mujeres;2008T2;46,55
01 Andalucía;Total;Mujeres;2008T1;46,55
01 Andalucía;Total;Mujeres;2007T4;46,17
01 Andalucía;Total;Mujeres;2007T3;44,47
01 Andalucía;Total;Mujeres;2007T2;45,06
01 Andalucía;Total;Mujeres;2007T1;45,01
01 Andalucía;Total;Mujeres;2006T4;43,73
01 Andalucía;Total;Mujeres;2006T3;43,14
01 Andalucía;Total;Mujeres;2006T2;43,7
01 Andalucía;Total;Mujeres;2006T1;43,57
01 Andalucía;Total;Mujeres;2005T4;42,69
01 Andalucía;Total;Mujeres;2005T3;41,75
01 Andalucía;Total;Mujeres;2005T2;42,17
01 Andalucía;Total;Mujeres;2005T1;41,92
01 Andalucía;Total;Mujeres;2004T4;42
01 Andalucía;Total;Mujeres;2004T3;41,18
01 Andalucía;Total;Mujeres;2004T2;41,02
01 Andalucía;Total;Mujeres;2004T1;40,77
01 Andalucía;Total;Mujeres;2003T4;41,22
01 Andalucía;Total;Mujeres;2003T3;40,28
01 Andalucía;Total;Mujeres;2003T2;39,99
01 Andalucía;Total;Mujeres;2003T1;39,92
01 Andalucía;Total;Mujeres;2002T4;39,47
01 Andalucía;Total;Mujeres;2002T3;38,88
01 Andalucía;Total;Mujeres;2002T2;39,79
01 Andalucía;Total;Mujeres;2002T1;38,92
01 Andalucía;De 16 a 64 años;Ambos sexos;2023T2;72,44
01 Andalucía;De 16 a 64 años;Ambos sexos;2023T1;71,65
01 Andalucía;De 16 a 64 años;Ambos sexos;2022T4;70,83
01 Andalucía;De 16 a 64 años;Ambos sexos;2022T3;71,53
01 Andalucía;De 16 a 64 años;Ambos sexos;2022T2;71,27
01 Andalucía;De 16 a 64 años;Ambos sexos;2022T1;70,74
01 Andalucía;De 16 a 64 años;Ambos sexos;2021T4;72,12
01 Andalucía;De 16 a 64 años;Ambos sexos;2021T3;71,94
01 Andalucía;De 16 a 64 años;Ambos sexos;2021T2;71,4
01 Andalucía;De 16 a 64 años;Ambos sexos;2021T1;70,16
01 Andalucía;De 16 a 64 años;Ambos sexos;2020T4;70,86
01 Andalucía;De 16 a 64 años;Ambos sexos;2020T3;69,67
01 Andalucía;De 16 a 64 años;Ambos sexos;2020T2;65,87
01 Andalucía;De 16 a 64 años;Ambos sexos;2020T1;70,32
01 Andalucía;De 16 a 64 años;Ambos sexos;2019T4;70,76
01 Andalucía;De 16 a 64 años;Ambos sexos;2019T3;70,98
01 Andalucía;De 16 a 64 años;Ambos sexos;2019T2;71,1
01 Andalucía;De 16 a 64 años;Ambos sexos;2019T1;70,69
01 Andalucía;De 16 a 64 años;Ambos sexos;2018T4;70,63
01 Andalucía;De 16 a 64 años;Ambos sexos;2018T3;70,71
01 Andalucía;De 16 a 64 años;Ambos sexos;2018T2;71,03
01 Andalucía;De 16 a 64 años;Ambos sexos;2018T1;71,13
01 Andalucía;De 16 a 64 años;Ambos sexos;2017T4;70,87
01 Andalucía;De 16 a 64 años;Ambos sexos;2017T3;71,29
01 Andalucía;De 16 a 64 años;Ambos sexos;2017T2;71,33
01 Andalucía;De 16 a 64 años;Ambos sexos;2017T1;71,7
01 Andalucía;De 16 a 64 años;Ambos sexos;2016T4;71,39
01 Andalucía;De 16 a 64 años;Ambos sexos;2016T3;71,55
01 Andalucía;De 16 a 64 años;Ambos sexos;2016T2;71,84
01 Andalucía;De 16 a 64 años;Ambos sexos;2016T1;71,99
01 Andalucía;De 16 a 64 años;Ambos sexos;2015T4;72,18
01 Andalucía;De 16 a 64 años;Ambos sexos;2015T3;72,49
01 Andalucía;De 16 a 64 años;Ambos sexos;2015T2;72,98
01 Andalucía;De 16 a 64 años;Ambos sexos;2015T1;72,56
01 Andalucía;De 16 a 64 años;Ambos sexos;2014T4;73,13
01 Andalucía;De 16 a 64 años;Ambos sexos;2014T3;72,24
01 Andalucía;De 16 a 64 años;Ambos sexos;2014T2;72,29
01 Andalucía;De 16 a 64 años;Ambos sexos;2014T1;72,06
01 Andalucía;De 16 a 64 años;Ambos sexos;2013T4;72,38
01 Andalucía;De 16 a 64 años;Ambos sexos;2013T3;71,79
01 Andalucía;De 16 a 64 años;Ambos sexos;2013T2;72,55
01 Andalucía;De 16 a 64 años;Ambos sexos;2013T1;71,97
01 Andalucía;De 16 a 64 años;Ambos sexos;2012T4;72,32
01 Andalucía;De 16 a 64 años;Ambos sexos;2012T3;72,3
01 Andalucía;De 16 a 64 años;Ambos sexos;2012T2;72,12
01 Andalucía;De 16 a 64 años;Ambos sexos;2012T1;71,81
01 Andalucía;De 16 a 64 años;Ambos sexos;2011T4;71,47
01 Andalucía;De 16 a 64 años;Ambos sexos;2011T3;71,23
01 Andalucía;De 16 a 64 años;Ambos sexos;2011T2;70,97
01 Andalucía;De 16 a 64 años;Ambos sexos;2011T1;71,45
01 Andalucía;De 16 a 64 años;Ambos sexos;2010T4;71,1
01 Andalucía;De 16 a 64 años;Ambos sexos;2010T3;70,74
01 Andalucía;De 16 a 64 años;Ambos sexos;2010T2;71,03
01 Andalucía;De 16 a 64 años;Ambos sexos;2010T1;71,11
01 Andalucía;De 16 a 64 años;Ambos sexos;2009T4;70,35
01 Andalucía;De 16 a 64 años;Ambos sexos;2009T3;69,69
01 Andalucía;De 16 a 64 años;Ambos sexos;2009T2;70,57
01 Andalucía;De 16 a 64 años;Ambos sexos;2009T1;70,49
01 Andalucía;De 16 a 64 años;Ambos sexos;2008T4;70,22
01 Andalucía;De 16 a 64 años;Ambos sexos;2008T3;69,38
01 Andalucía;De 16 a 64 años;Ambos sexos;2008T2;68,82
01 Andalucía;De 16 a 64 años;Ambos sexos;2008T1;68,82
01 Andalucía;De 16 a 64 años;Ambos sexos;2007T4;68,36
01 Andalucía;De 16 a 64 años;Ambos sexos;2007T3;67,75
01 Andalucía;De 16 a 64 años;Ambos sexos;2007T2;67,83
01 Andalucía;De 16 a 64 años;Ambos sexos;2007T1;67,62
01 Andalucía;De 16 a 64 años;Ambos sexos;2006T4;67,02
01 Andalucía;De 16 a 64 años;Ambos sexos;2006T3;66,74
01 Andalucía;De 16 a 64 años;Ambos sexos;2006T2;66,79
01 Andalucía;De 16 a 64 años;Ambos sexos;2006T1;67,04
01 Andalucía;De 16 a 64 años;Ambos sexos;2005T4;66,79
01 Andalucía;De 16 a 64 años;Ambos sexos;2005T3;65,81
01 Andalucía;De 16 a 64 años;Ambos sexos;2005T2;65,52
01 Andalucía;De 16 a 64 años;Ambos sexos;2005T1;65,15
01 Andalucía;De 16 a 64 años;Ambos sexos;2004T4;65,73
01 Andalucía;De 16 a 64 años;Ambos sexos;2004T3;65,33
01 Andalucía;De 16 a 64 años;Ambos sexos;2004T2;64,67
01 Andalucía;De 16 a 64 años;Ambos sexos;2004T1;64,57
01 Andalucía;De 16 a 64 años;Ambos sexos;2003T4;64,89
01 Andalucía;De 16 a 64 años;Ambos sexos;2003T3;64,31
01 Andalucía;De 16 a 64 años;Ambos sexos;2003T2;64,02
01 Andalucía;De 16 a 64 años;Ambos sexos;2003T1;63,86
01 Andalucía;De 16 a 64 años;Ambos sexos;2002T4;63,84
01 Andalucía;De 16 a 64 años;Ambos sexos;2002T3;63,44
01 Andalucía;De 16 a 64 años;Ambos sexos;2002T2;63,85
01 Andalucía;De 16 a 64 años;Ambos sexos;2002T1;62,87
01 Andalucía;De 16 a 64 años;Hombres;2023T2;77,09
01 Andalucía;De 16 a 64 años;Hombres;2023T1;76,31
01 Andalucía;De 16 a 64 años;Hombres;2022T4;76,08
01 Andalucía;De 16 a 64 años;Hombres;2022T3;77,29
01 Andalucía;De 16 a 64 años;Hombres;2022T2;76,8
01 Andalucía;De 16 a 64 años;Hombres;2022T1;76,28
01 Andalucía;De 16 a 64 años;Hombres;2021T4;77,79
01 Andalucía;De 16 a 64 años;Hombres;2021T3;78,14
01 Andalucía;De 16 a 64 años;Hombres;2021T2;77,6
01 Andalucía;De 16 a 64 años;Hombres;2021T1;76,71
01 Andalucía;De 16 a 64 años;Hombres;2020T4;77,31
01 Andalucía;De 16 a 64 años;Hombres;2020T3;76,65
01 Andalucía;De 16 a 64 años;Hombres;2020T2;73,32
01 Andalucía;De 16 a 64 años;Hombres;2020T1;76,85
01 Andalucía;De 16 a 64 años;Hombres;2019T4;77,04
01 Andalucía;De 16 a 64 años;Hombres;2019T3;77,49
01 Andalucía;De 16 a 64 años;Hombres;2019T2;77,3
01 Andalucía;De 16 a 64 años;Hombres;2019T1;76,81
01 Andalucía;De 16 a 64 años;Hombres;2018T4;77,83
01 Andalucía;De 16 a 64 años;Hombres;2018T3;77,68
01 Andalucía;De 16 a 64 años;Hombres;2018T2;77,63
01 Andalucía;De 16 a 64 años;Hombres;2018T1;77,67
01 Andalucía;De 16 a 64 años;Hombres;2017T4;77,57
01 Andalucía;De 16 a 64 años;Hombres;2017T3;78,08
01 Andalucía;De 16 a 64 años;Hombres;2017T2;77,97
01 Andalucía;De 16 a 64 años;Hombres;2017T1;78,39
01 Andalucía;De 16 a 64 años;Hombres;2016T4;78,24
01 Andalucía;De 16 a 64 años;Hombres;2016T3;77,95
01 Andalucía;De 16 a 64 años;Hombres;2016T2;78,08
01 Andalucía;De 16 a 64 años;Hombres;2016T1;78,3
01 Andalucía;De 16 a 64 años;Hombres;2015T4;78,39
01 Andalucía;De 16 a 64 años;Hombres;2015T3;79
01 Andalucía;De 16 a 64 años;Hombres;2015T2;79,13
01 Andalucía;De 16 a 64 años;Hombres;2015T1;78,95
01 Andalucía;De 16 a 64 años;Hombres;2014T4;79,53
01 Andalucía;De 16 a 64 años;Hombres;2014T3;79,19
01 Andalucía;De 16 a 64 años;Hombres;2014T2;78,78
01 Andalucía;De 16 a 64 años;Hombres;2014T1;78,43
01 Andalucía;De 16 a 64 años;Hombres;2013T4;78,71
01 Andalucía;De 16 a 64 años;Hombres;2013T3;78,69
01 Andalucía;De 16 a 64 años;Hombres;2013T2;78,69
01 Andalucía;De 16 a 64 años;Hombres;2013T1;78,15
01 Andalucía;De 16 a 64 años;Hombres;2012T4;78,48
01 Andalucía;De 16 a 64 años;Hombres;2012T3;78,86
01 Andalucía;De 16 a 64 años;Hombres;2012T2;79,29
01 Andalucía;De 16 a 64 años;Hombres;2012T1;78,66
01 Andalucía;De 16 a 64 años;Hombres;2011T4;79,53
01 Andalucía;De 16 a 64 años;Hombres;2011T3;79,23
01 Andalucía;De 16 a 64 años;Hombres;2011T2;79,05
01 Andalucía;De 16 a 64 años;Hombres;2011T1;79,45
01 Andalucía;De 16 a 64 años;Hombres;2010T4;79,35
01 Andalucía;De 16 a 64 años;Hombres;2010T3;79,56
01 Andalucía;De 16 a 64 años;Hombres;2010T2;79,66
01 Andalucía;De 16 a 64 años;Hombres;2010T1;79,58
01 Andalucía;De 16 a 64 años;Hombres;2009T4;79,11
01 Andalucía;De 16 a 64 años;Hombres;2009T3;79,59
01 Andalucía;De 16 a 64 años;Hombres;2009T2;80,26
01 Andalucía;De 16 a 64 años;Hombres;2009T1;80,34
01 Andalucía;De 16 a 64 años;Hombres;2008T4;80,47
01 Andalucía;De 16 a 64 años;Hombres;2008T3;80,52
01 Andalucía;De 16 a 64 años;Hombres;2008T2;79,9
01 Andalucía;De 16 a 64 años;Hombres;2008T1;79,81
