Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
16 País Vasco;Total;Mujeres;2008T4;50,73
16 País Vasco;Total;Mujeres;2008T3;50,88
16 País Vasco;Total;Mujeres;2008T2;49,73
16 País Vasco;Total;Mujeres;2008T1;48,84
16 País Vasco;Total;Mujeres;2007T4;49,71
16 País Vasco;Total;Mujeres;2007T3;48,85
16 País Vasco;Total;Mujeres;2007T2;49,26
16 País Vasco;Total;Mujeres;2007T1;48,99
16 País Vasco;Total;Mujeres;2006T4;50,02
16 País Vasco;Total;Mujeres;2006T3;49,3
16 País Vasco;Total;Mujeres;2006T2;49,24
16 País Vasco;Total;Mujeres;2006T1;48,61
16 País Vasco;Total;Mujeres;2005T4;48,3
16 País Vasco;Total;Mujeres;2005T3;46,57
16 País Vasco;Total;Mujeres;2005T2;47,51
16 País Vasco;Total;Mujeres;2005T1;47,65
16 País Vasco;Total;Mujeres;2004T4;46,7
16 País Vasco;Total;Mujeres;2004T3;46,31
16 País Vasco;Total;Mujeres;2004T2;46,15
16 País Vasco;Total;Mujeres;2004T1;46,51
16 País Vasco;Total;Mujeres;2003T4;45,99
16 País Vasco;Total;Mujeres;2003T3;45,76
16 País Vasco;Total;Mujeres;2003T2;45,76
16 País Vasco;Total;Mujeres;2003T1;45
16 País Vasco;Total;Mujeres;2002T4;45,46
16 País Vasco;Total;Mujeres;2002T3;44,6
16 País Vasco;Total;Mujeres;2002T2;43,86
16 País Vasco;Total;Mujeres;2002T1;43,64
16 País Vasco;De 16 a 64 años;Ambos sexos;2023T2;77,17
16 País Vasco;De 16 a 64 años;Ambos sexos;2023T1;75,74
16 País Vasco;De 16 a 64 años;Ambos sexos;2022T4;76,53
16 País Vasco;De 16 a 64 años;Ambos sexos;2022T3;76,82
16 País Vasco;De 16 a 64 años;Ambos sexos;2022T2;75,46
16 País Vasco;De 16 a 64 años;Ambos sexos;2022T1;76,59
16 País Vasco;De 16 a 64 años;Ambos sexos;2021T4;76,28
16 País Vasco;De 16 a 64 años;Ambos sexos;2021T3;76,34
16 País Vasco;De 16 a 64 años;Ambos sexos;2021T2;74,69
16 País Vasco;De 16 a 64 años;Ambos sexos;2021T1;74,2
16 País Vasco;De 16 a 64 años;Ambos sexos;2020T4;74,51
16 País Vasco;De 16 a 64 años;Ambos sexos;2020T3;74,68
16 País Vasco;De 16 a 64 años;Ambos sexos;2020T2;71,98
16 País Vasco;De 16 a 64 años;Ambos sexos;2020T1;74,26
16 País Vasco;De 16 a 64 años;Ambos sexos;2019T4;75
16 País Vasco;De 16 a 64 años;Ambos sexos;2019T3;74,86
16 País Vasco;De 16 a 64 años;Ambos sexos;2019T2;75,7
16 País Vasco;De 16 a 64 años;Ambos sexos;2019T1;75,95
16 País Vasco;De 16 a 64 años;Ambos sexos;2018T4;75,45
16 País Vasco;De 16 a 64 años;Ambos sexos;2018T3;74,59
16 País Vasco;De 16 a 64 años;Ambos sexos;2018T2;75,94
16 País Vasco;De 16 a 64 años;Ambos sexos;2018T1;75,08
16 País Vasco;De 16 a 64 años;Ambos sexos;2017T4;75,33
16 País Vasco;De 16 a 64 años;Ambos sexos;2017T3;75,21
16 País Vasco;De 16 a 64 años;Ambos sexos;2017T2;74,78
16 País Vasco;De 16 a 64 años;Ambos sexos;2017T1;74,55
16 País Vasco;De 16 a 64 años;Ambos sexos;2016T4;75,56
16 País Vasco;De 16 a 64 años;Ambos sexos;2016T3;76,38
16 País Vasco;De 16 a 64 años;Ambos sexos;2016T2;75,4
16 País Vasco;De 16 a 64 años;Ambos sexos;2016T1;75,18
16 País Vasco;De 16 a 64 años;Ambos sexos;2015T4;74,96
16 País Vasco;De 16 a 64 años;Ambos sexos;2015T3;74,03
16 País Vasco;De 16 a 64 años;Ambos sexos;2015T2;74,88
16 País Vasco;De 16 a 64 años;Ambos sexos;2015T1;75,64
16 País Vasco;De 16 a 64 años;Ambos sexos;2014T4;76,09
16 País Vasco;De 16 a 64 años;Ambos sexos;2014T3;73,85
16 País Vasco;De 16 a 64 años;Ambos sexos;2014T2;75,02
16 País Vasco;De 16 a 64 años;Ambos sexos;2014T1;74,7
16 País Vasco;De 16 a 64 años;Ambos sexos;2013T4;75,33
16 País Vasco;De 16 a 64 años;Ambos sexos;2013T3;73,94
16 País Vasco;De 16 a 64 años;Ambos sexos;2013T2;74,72
16 País Vasco;De 16 a 64 años;Ambos sexos;2013T1;75,18
16 País Vasco;De 16 a 64 años;Ambos sexos;2012T4;75,31
16 País Vasco;De 16 a 64 años;Ambos sexos;2012T3;74,81
16 País Vasco;De 16 a 64 años;Ambos sexos;2012T2;75,49
16 País Vasco;De 16 a 64 años;Ambos sexos;2012T1;74,83
16 País Vasco;De 16 a 64 años;Ambos sexos;2011T4;76,11
16 País Vasco;De 16 a 64 años;Ambos sexos;2011T3;75,86
16 País Vasco;De 16 a 64 años;Ambos sexos;2011T2;75,25
16 País Vasco;De 16 a 64 años;Ambos sexos;2011T1;75,29
16 País Vasco;De 16 a 64 años;Ambos sexos;2010T4;74,54
16 País Vasco;De 16 a 64 años;Ambos sexos;2010T3;73,91
16 País Vasco;De 16 a 64 años;Ambos sexos;2010T2;74,6
16 País Vasco;De 16 a 64 años;Ambos sexos;2010T1;73,24
16 País Vasco;De 16 a 64 años;Ambos sexos;2009T4;73,47
16 País Vasco;De 16 a 64 años;Ambos sexos;2009T3;73,2
16 País Vasco;De 16 a 64 años;Ambos sexos;2009T2;73,16
16 País Vasco;De 16 a 64 años;Ambos sexos;2009T1;73,23
16 País Vasco;De 16 a 64 años;Ambos sexos;2008T4;73,74
16 País Vasco;De 16 a 64 años;Ambos sexos;2008T3;74,63
16 País Vasco;De 16 a 64 años;Ambos sexos;2008T2;73,61
16 País Vasco;De 16 a 64 años;Ambos sexos;2008T1;72,66
16 País Vasco;De 16 a 64 años;Ambos sexos;2007T4;73,19
16 País Vasco;De 16 a 64 años;Ambos sexos;2007T3;72,57
16 País Vasco;De 16 a 64 años;Ambos sexos;2007T2;73,02
16 País Vasco;De 16 a 64 años;Ambos sexos;2007T1;72,64
16 País Vasco;De 16 a 64 años;Ambos sexos;2006T4;73,58
16 País Vasco;De 16 a 64 años;Ambos sexos;2006T3;73,49
16 País Vasco;De 16 a 64 años;Ambos sexos;2006T2;73,08
16 País Vasco;De 16 a 64 años;Ambos sexos;2006T1;72,7
16 País Vasco;De 16 a 64 años;Ambos sexos;2005T4;72,67
16 País Vasco;De 16 a 64 años;Ambos sexos;2005T3;71,22
16 País Vasco;De 16 a 64 años;Ambos sexos;2005T2;71,76
16 País Vasco;De 16 a 64 años;Ambos sexos;2005T1;71,52
16 País Vasco;De 16 a 64 años;Ambos sexos;2004T4;71,64
16 País Vasco;De 16 a 64 años;Ambos sexos;2004T3;71,22
16 País Vasco;De 16 a 64 años;Ambos sexos;2004T2;70,82
16 País Vasco;De 16 a 64 años;Ambos sexos;2004T1;71,08
16 País Vasco;De 16 a 64 años;Ambos sexos;2003T4;70,97
16 País Vasco;De 16 a 64 años;Ambos sexos;2003T3;70,81
16 País Vasco;De 16 a 64 años;Ambos sexos;2003T2;70
16 País Vasco;De 16 a 64 años;Ambos sexos;2003T1;69,15
16 País Vasco;De 16 a 64 años;Ambos sexos;2002T4;69,35
16 País Vasco;De 16 a 64 años;Ambos sexos;2002T3;69,14
16 País Vasco;De 16 a 64 años;Ambos sexos;2002T2;68,16
16 País Vasco;De 16 a 64 años;Ambos sexos;2002T1;68,13
16 País Vasco;De 16 a 64 años;Hombres;2023T2;80,76
16 País Vasco;De 16 a 64 años;Hombres;2023T1;79,05
16 País Vasco;De 16 a 64 años;Hombres;2022T4;81,05
16 País Vasco;De 16 a 64 años;Hombres;2022T3;80,94
16 País Vasco;De 16 a 64 años;Hombres;2022T2;78,17
16 País Vasco;De 16 a 64 años;Hombres;2022T1;79,64
16 País Vasco;De 16 a 64 años;Hombres;2021T4;78,74
16 País Vasco;De 16 a 64 años;Hombres;2021T3;79,08
16 País Vasco;De 16 a 64 años;Hombres;2021T2;76,88
16 País Vasco;De 16 a 64 años;Hombres;2021T1;76,75
16 País Vasco;De 16 a 64 años;Hombres;2020T4;76,82
16 País Vasco;De 16 a 64 años;Hombres;2020T3;77,3
16 País Vasco;De 16 a 64 años;Hombres;2020T2;74,33
16 País Vasco;De 16 a 64 años;Hombres;2020T1;77,15
16 País Vasco;De 16 a 64 años;Hombres;2019T4;77,56
16 País Vasco;De 16 a 64 años;Hombres;2019T3;78,21
16 País Vasco;De 16 a 64 años;Hombres;2019T2;79,66
16 País Vasco;De 16 a 64 años;Hombres;2019T1;78,42
16 País Vasco;De 16 a 64 años;Hombres;2018T4;78,74
16 País Vasco;De 16 a 64 años;Hombres;2018T3;79,05
16 País Vasco;De 16 a 64 años;Hombres;2018T2;79,41
16 País Vasco;De 16 a 64 años;Hombres;2018T1;78,95
16 País Vasco;De 16 a 64 años;Hombres;2017T4;79,74
16 País Vasco;De 16 a 64 años;Hombres;2017T3;80,39
16 País Vasco;De 16 a 64 años;Hombres;2017T2;79,16
16 País Vasco;De 16 a 64 años;Hombres;2017T1;79,2
16 País Vasco;De 16 a 64 años;Hombres;2016T4;80,63
16 País Vasco;De 16 a 64 años;Hombres;2016T3;80,59
16 País Vasco;De 16 a 64 años;Hombres;2016T2;79,78
16 País Vasco;De 16 a 64 años;Hombres;2016T1;79,63
16 País Vasco;De 16 a 64 años;Hombres;2015T4;79,38
16 País Vasco;De 16 a 64 años;Hombres;2015T3;79,51
16 País Vasco;De 16 a 64 años;Hombres;2015T2;79,15
16 País Vasco;De 16 a 64 años;Hombres;2015T1;79,84
16 País Vasco;De 16 a 64 años;Hombres;2014T4;80,14
16 País Vasco;De 16 a 64 años;Hombres;2014T3;79,7
16 País Vasco;De 16 a 64 años;Hombres;2014T2;79,76
16 País Vasco;De 16 a 64 años;Hombres;2014T1;79,28
16 País Vasco;De 16 a 64 años;Hombres;2013T4;79,91
16 País Vasco;De 16 a 64 años;Hombres;2013T3;79,61
16 País Vasco;De 16 a 64 años;Hombres;2013T2;79,78
16 País Vasco;De 16 a 64 años;Hombres;2013T1;80,54
16 País Vasco;De 16 a 64 años;Hombres;2012T4;79,9
16 País Vasco;De 16 a 64 años;Hombres;2012T3;80,2
16 País Vasco;De 16 a 64 años;Hombres;2012T2;80,82
16 País Vasco;De 16 a 64 años;Hombres;2012T1;80,42
16 País Vasco;De 16 a 64 años;Hombres;2011T4;81,06
16 País Vasco;De 16 a 64 años;Hombres;2011T3;81,44
16 País Vasco;De 16 a 64 años;Hombres;2011T2;80,21
16 País Vasco;De 16 a 64 años;Hombres;2011T1;80,67
16 País Vasco;De 16 a 64 años;Hombres;2010T4;80,32
16 País Vasco;De 16 a 64 años;Hombres;2010T3;80,83
16 País Vasco;De 16 a 64 años;Hombres;2010T2;81,84
16 País Vasco;De 16 a 64 años;Hombres;2010T1;80,07
16 País Vasco;De 16 a 64 años;Hombres;2009T4;79,56
16 País Vasco;De 16 a 64 años;Hombres;2009T3;79,72
16 País Vasco;De 16 a 64 años;Hombres;2009T2;80,61
16 País Vasco;De 16 a 64 años;Hombres;2009T1;80,65
16 País Vasco;De 16 a 64 años;Hombres;2008T4;81,33
16 País Vasco;De 16 a 64 años;Hombres;2008T3;82,66
16 País Vasco;De 16 a 64 años;Hombres;2008T2;82,31
16 País Vasco;De 16 a 64 años;Hombres;2008T1;81,6
16 País Vasco;De 16 a 64 años;Hombres;2007T4;81,4
16 País Vasco;De 16 a 64 años;Hombres;2007T3;81,5
16 País Vasco;De 16 a 64 años;Hombres;2007T2;81,91
16 País Vasco;De 16 a 64 años;Hombres;2007T1;81,35
16 País Vasco;De 16 a 64 años;Hombres;2006T4;81,96
16 País Vasco;De 16 a 64 años;Hombres;2006T3;82,96
16 País Vasco;De 16 a 64 años;Hombres;2006T2;82,11
16 País Vasco;De 16 a 64 años;Hombres;2006T1;82,19
16 País Vasco;De 16 a 64 años;Hombres;2005T4;82,51
16 País Vasco;De 16 a 64 años;Hombres;2005T3;81,97
16 País Vasco;De 16 a 64 años;Hombres;2005T2;81,96
16 País Vasco;De 16 a 64 años;Hombres;2005T1;81,25
16 País Vasco;De 16 a 64 años;Hombres;2004T4;82,58
16 País Vasco;De 16 a 64 años;Hombres;2004T3;82,27
16 País Vasco;De 16 a 64 años;Hombres;2004T2;81,77
16 País Vasco;De 16 a 64 años;Hombres;2004T1;81,79
16 País Vasco;De 16 a 64 años;Hombres;2003T4;82,14
16 País Vasco;De 16 a 64 años;Hombres;2003T3;82,25
16 País Vasco;De 16 a 64 años;Hombres;2003T2;80,7
16 País Vasco;De 16 a 64 años;Hombres;2003T1;79,87
16 País Vasco;De 16 a 64 años;Hombres;2002T4;79,7
16 País Vasco;De 16 a 64 años;Hombres;2002T3;80,47
16 País Vasco;De 16 a 64 años;Hombres;2002T2;79,56
16 País Vasco;De 16 a 64 años;Hombres;2002T1;79,83
16 País Vasco;De 16 a 64 años;Mujeres;2023T2;73,6
16 País Vasco;De 16 a 64 años;Mujeres;2023T1;72,46
16 País Vasco;De 16 a 64 años;Mujeres;2022T4;72,08
16 País Vasco;De 16 a 64 años;Mujeres;2022T3;72,77
16 País Vasco;De 16 a 64 años;Mujeres;2022T2;72,79
16 País Vasco;De 16 a 64 años;Mujeres;2022T1;73,57
16 País Vasco;De 16 a 64 años;Mujeres;2021T4;73,84
16 País Vasco;De 16 a 64 años;Mujeres;2021T3;73,64
16 País Vasco;De 16 a 64 años;Mujeres;2021T2;72,53
16 País Vasco;De 16 a 64 años;Mujeres;2021T1;71,68
16 País Vasco;De 16 a 64 años;Mujeres;2020T4;72,23
16 País Vasco;De 16 a 64 años;Mujeres;2020T3;72,09
16 País Vasco;De 16 a 64 años;Mujeres;2020T2;69,66
16 País Vasco;De 16 a 64 años;Mujeres;2020T1;71,41
16 País Vasco;De 16 a 64 años;Mujeres;2019T4;72,48
16 País Vasco;De 16 a 64 años;Mujeres;2019T3;71,55
16 País Vasco;De 16 a 64 años;Mujeres;2019T2;71,79
16 País Vasco;De 16 a 64 años;Mujeres;2019T1;73,5
16 País Vasco;De 16 a 64 años;Mujeres;2018T4;72,2
16 País Vasco;De 16 a 64 años;Mujeres;2018T3;70,18
16 País Vasco;De 16 a 64 años;Mujeres;2018T2;72,52
16 País Vasco;De 16 a 64 años;Mujeres;2018T1;71,26
16 País Vasco;De 16 a 64 años;Mujeres;2017T4;70,96
16 País Vasco;De 16 a 64 años;Mujeres;2017T3;70,09
16 País Vasco;De 16 a 64 años;Mujeres;2017T2;70,46
16 País Vasco;De 16 a 64 años;Mujeres;2017T1;69,96
16 País Vasco;De 16 a 64 años;Mujeres;2016T4;70,56
16 País Vasco;De 16 a 64 años;Mujeres;2016T3;72,21
16 País Vasco;De 16 a 64 años;Mujeres;2016T2;71,07
16 País Vasco;De 16 a 64 años;Mujeres;2016T1;70,78
16 País Vasco;De 16 a 64 años;Mujeres;2015T4;70,6
16 País Vasco;De 16 a 64 años;Mujeres;2015T3;68,6
16 País Vasco;De 16 a 64 años;Mujeres;2015T2;70,63
16 País Vasco;De 16 a 64 años;Mujeres;2015T1;71,46
16 País Vasco;De 16 a 64 años;Mujeres;2014T4;72,07
16 País Vasco;De 16 a 64 años;Mujeres;2014T3;68,03
16 País Vasco;De 16 a 64 años;Mujeres;2014T2;70,31
16 País Vasco;De 16 a 64 años;Mujeres;2014T1;70,15
16 País Vasco;De 16 a 64 años;Mujeres;2013T4;70,77
16 País Vasco;De 16 a 64 años;Mujeres;2013T3;68,29
16 País Vasco;De 16 a 64 años;Mujeres;2013T2;69,65
16 País Vasco;De 16 a 64 años;Mujeres;2013T1;69,81
16 País Vasco;De 16 a 64 años;Mujeres;2012T4;70,71
16 País Vasco;De 16 a 64 años;Mujeres;2012T3;69,39
16 País Vasco;De 16 a 64 años;Mujeres;2012T2;70,13
16 País Vasco;De 16 a 64 años;Mujeres;2012T1;69,2
16 País Vasco;De 16 a 64 años;Mujeres;2011T4;71,12
16 País Vasco;De 16 a 64 años;Mujeres;2011T3;70,22
16 País Vasco;De 16 a 64 años;Mujeres;2011T2;70,23
16 País Vasco;De 16 a 64 años;Mujeres;2011T1;69,83
16 País Vasco;De 16 a 64 años;Mujeres;2010T4;68,67
16 País Vasco;De 16 a 64 años;Mujeres;2010T3;66,89
16 País Vasco;De 16 a 64 años;Mujeres;2010T2;67,24
16 País Vasco;De 16 a 64 años;Mujeres;2010T1;66,3
16 País Vasco;De 16 a 64 años;Mujeres;2009T4;67,28
16 País Vasco;De 16 a 64 años;Mujeres;2009T3;66,56
16 País Vasco;De 16 a 64 años;Mujeres;2009T2;65,57
16 País Vasco;De 16 a 64 años;Mujeres;2009T1;65,67
16 País Vasco;De 16 a 64 años;Mujeres;2008T4;66
16 País Vasco;De 16 a 64 años;Mujeres;2008T3;66,46
16 País Vasco;De 16 a 64 años;Mujeres;2008T2;64,74
16 País Vasco;De 16 a 64 años;Mujeres;2008T1;63,57
16 País Vasco;De 16 a 64 años;Mujeres;2007T4;64,84
16 País Vasco;De 16 a 64 años;Mujeres;2007T3;63,48
16 País Vasco;De 16 a 64 años;Mujeres;2007T2;63,97
16 País Vasco;De 16 a 64 años;Mujeres;2007T1;63,79
16 País Vasco;De 16 a 64 años;Mujeres;2006T4;65,06
16 País Vasco;De 16 a 64 años;Mujeres;2006T3;63,87
16 País Vasco;De 16 a 64 años;Mujeres;2006T2;63,91
16 País Vasco;De 16 a 64 años;Mujeres;2006T1;63,05
16 País Vasco;De 16 a 64 años;Mujeres;2005T4;62,67
16 País Vasco;De 16 a 64 años;Mujeres;2005T3;60,28
16 País Vasco;De 16 a 64 años;Mujeres;2005T2;61,39
16 País Vasco;De 16 a 64 años;Mujeres;2005T1;61,61
16 País Vasco;De 16 a 64 años;Mujeres;2004T4;60,51
16 País Vasco;De 16 a 64 años;Mujeres;2004T3;59,97
16 País Vasco;De 16 a 64 años;Mujeres;2004T2;59,67
16 País Vasco;De 16 a 64 años;Mujeres;2004T1;60,2
16 País Vasco;De 16 a 64 años;Mujeres;2003T4;59,61
16 País Vasco;De 16 a 64 años;Mujeres;2003T3;59,18
16 País Vasco;De 16 a 64 años;Mujeres;2003T2;59,12
16 País Vasco;De 16 a 64 años;Mujeres;2003T1;58,25
16 País Vasco;De 16 a 64 años;Mujeres;2002T4;58,86
16 País Vasco;De 16 a 64 años;Mujeres;2002T3;57,65
16 País Vasco;De 16 a 64 años;Mujeres;2002T2;56,6
16 País Vasco;De 16 a 64 años;Mujeres;2002T1;56,27
17 Rioja, La;Total;Ambos sexos;2023T2;59,21
17 Rioja, La;Total;Ambos sexos;2023T1;59,59
17 Rioja, La;Total;Ambos sexos;2022T4;59,71
17 Rioja, La;Total;Ambos sexos;2022T3;59,39
17 Rioja, La;Total;Ambos sexos;2022T2;60,27
17 Rioja, La;Total;Ambos sexos;2022T1;59,99
17 Rioja, La;Total;Ambos sexos;2021T4;59,73
17 Rioja, La;Total;Ambos sexos;2021T3;60,6
17 Rioja, La;Total;Ambos sexos;2021T2;60,83
17 Rioja, La;Total;Ambos sexos;2021T1;58,61
17 Rioja, La;Total;Ambos sexos;2020T4;59,41
17 Rioja, La;Total;Ambos sexos;2020T3;58,29
17 Rioja, La;Total;Ambos sexos;2020T2;56,79
17 Rioja, La;Total;Ambos sexos;2020T1;59,11
17 Rioja, La;Total;Ambos sexos;2019T4;59,19
17 Rioja, La;Total;Ambos sexos;2019T3;59,08
17 Rioja, La;Total;Ambos sexos;2019T2;60,24
17 Rioja, La;Total;Ambos sexos;2019T1;59,52
17 Rioja, La;Total;Ambos sexos;2018T4;59,31
17 Rioja, La;Total;Ambos sexos;2018T3;59,58
17 Rioja, La;Total;Ambos sexos;2018T2;59,41
17 Rioja, La;Total;Ambos sexos;2018T1;58,31
17 Rioja, La;Total;Ambos sexos;2017T4;58,92
17 Rioja, La;Total;Ambos sexos;2017T3;58,58
17 Rioja, La;Total;Ambos sexos;2017T2;58,78
17 Rioja, La;Total;Ambos sexos;2017T1;59,54
17 Rioja, La;Total;Ambos sexos;2016T4;58,8
17 Rioja, La;Total;Ambos sexos;2016T3;59,19
17 Rioja, La;Total;Ambos sexos;2016T2;60,14
17 Rioja, La;Total;Ambos sexos;2016T1;58,8
17 Rioja, La;Total;Ambos sexos;2015T4;59,38
17 Rioja, La;Total;Ambos sexos;2015T3;58,78
17 Rioja, La;Total;Ambos sexos;2015T2;60,1
17 Rioja, La;Total;Ambos sexos;2015T1;59,24
17 Rioja, La;Total;Ambos sexos;2014T4;59,19
17 Rioja, La;Total;Ambos sexos;2014T3;61,37
17 Rioja, La;Total;Ambos sexos;2014T2;60,5
17 Rioja, La;Total;Ambos sexos;2014T1;60,05
17 Rioja, La;Total;Ambos sexos;2013T4;60,38
17 Rioja, La;Total;Ambos sexos;2013T3;60,22
17 Rioja, La;Total;Ambos sexos;2013T2;58,47
17 Rioja, La;Total;Ambos sexos;2013T1;58,17
17 Rioja, La;Total;Ambos sexos;2012T4;58,92
17 Rioja, La;Total;Ambos sexos;2012T3;59,79
17 Rioja, La;Total;Ambos sexos;2012T2;60,74
17 Rioja, La;Total;Ambos sexos;2012T1;59,95
17 Rioja, La;Total;Ambos sexos;2011T4;60,44
17 Rioja, La;Total;Ambos sexos;2011T3;61,72
17 Rioja, La;Total;Ambos sexos;2011T2;59,92
17 Rioja, La;Total;Ambos sexos;2011T1;60,34
17 Rioja, La;Total;Ambos sexos;2010T4;59,64
17 Rioja, La;Total;Ambos sexos;2010T3;60,78
17 Rioja, La;Total;Ambos sexos;2010T2;59,64
17 Rioja, La;Total;Ambos sexos;2010T1;59,55
17 Rioja, La;Total;Ambos sexos;2009T4;60,49
17 Rioja, La;Total;Ambos sexos;2009T3;59,93
17 Rioja, La;Total;Ambos sexos;2009T2;60,93
17 Rioja, La;Total;Ambos sexos;2009T1;60,69
17 Rioja, La;Total;Ambos sexos;2008T4;60,79
17 Rioja, La;Total;Ambos sexos;2008T3;60,82
17 Rioja, La;Total;Ambos sexos;2008T2;60,28
17 Rioja, La;Total;Ambos sexos;2008T1;59,91
17 Rioja, La;Total;Ambos sexos;2007T4;60,39
17 Rioja, La;Total;Ambos sexos;2007T3;58,58
17 Rioja, La;Total;Ambos sexos;2007T2;59,16
17 Rioja, La;Total;Ambos sexos;2007T1;59,47
17 Rioja, La;Total;Ambos sexos;2006T4;59,94
17 Rioja, La;Total;Ambos sexos;2006T3;59,69
17 Rioja, La;Total;Ambos sexos;2006T2;59,46
17 Rioja, La;Total;Ambos sexos;2006T1;59,6
17 Rioja, La;Total;Ambos sexos;2005T4;60,64
17 Rioja, La;Total;Ambos sexos;2005T3;59,92
17 Rioja, La;Total;Ambos sexos;2005T2;60,71
17 Rioja, La;Total;Ambos sexos;2005T1;58,85
17 Rioja, La;Total;Ambos sexos;2004T4;56,61
17 Rioja, La;Total;Ambos sexos;2004T3;55,69
17 Rioja, La;Total;Ambos sexos;2004T2;54,44
17 Rioja, La;Total;Ambos sexos;2004T1;54,07
17 Rioja, La;Total;Ambos sexos;2003T4;53,03
17 Rioja, La;Total;Ambos sexos;2003T3;54,54
17 Rioja, La;Total;Ambos sexos;2003T2;53,47
17 Rioja, La;Total;Ambos sexos;2003T1;53,38
17 Rioja, La;Total;Ambos sexos;2002T4;52,48
17 Rioja, La;Total;Ambos sexos;2002T3;53,24
17 Rioja, La;Total;Ambos sexos;2002T2;53,17
17 Rioja, La;Total;Ambos sexos;2002T1;52,24
17 Rioja, La;Total;Hombres;2023T2;64,27
17 Rioja, La;Total;Hombres;2023T1;64,78
17 Rioja, La;Total;Hombres;2022T4;64,4
17 Rioja, La;Total;Hombres;2022T3;64,45
17 Rioja, La;Total;Hombres;2022T2;65,2
17 Rioja, La;Total;Hombres;2022T1;64,95
17 Rioja, La;Total;Hombres;2021T4;63,79
17 Rioja, La;Total;Hombres;2021T3;65,28
17 Rioja, La;Total;Hombres;2021T2;66,1
17 Rioja, La;Total;Hombres;2021T1;63,81
17 Rioja, La;Total;Hombres;2020T4;64,44
17 Rioja, La;Total;Hombres;2020T3;64,01
17 Rioja, La;Total;Hombres;2020T2;62,37
17 Rioja, La;Total;Hombres;2020T1;63,75
17 Rioja, La;Total;Hombres;2019T4;63,6
17 Rioja, La;Total;Hombres;2019T3;64,66
17 Rioja, La;Total;Hombres;2019T2;64,9
17 Rioja, La;Total;Hombres;2019T1;63,52
17 Rioja, La;Total;Hombres;2018T4;63,41
17 Rioja, La;Total;Hombres;2018T3;64,85
17 Rioja, La;Total;Hombres;2018T2;63,89
17 Rioja, La;Total;Hombres;2018T1;63,02
17 Rioja, La;Total;Hombres;2017T4;65,05
17 Rioja, La;Total;Hombres;2017T3;64,09
17 Rioja, La;Total;Hombres;2017T2;64,21
17 Rioja, La;Total;Hombres;2017T1;65,37
17 Rioja, La;Total;Hombres;2016T4;64,33
17 Rioja, La;Total;Hombres;2016T3;65,23
17 Rioja, La;Total;Hombres;2016T2;66,17
17 Rioja, La;Total;Hombres;2016T1;66,2
17 Rioja, La;Total;Hombres;2015T4;66,34
17 Rioja, La;Total;Hombres;2015T3;66,26
17 Rioja, La;Total;Hombres;2015T2;65,99
17 Rioja, La;Total;Hombres;2015T1;65,7
17 Rioja, La;Total;Hombres;2014T4;65,52
17 Rioja, La;Total;Hombres;2014T3;67,19
17 Rioja, La;Total;Hombres;2014T2;66,56
17 Rioja, La;Total;Hombres;2014T1;66,02
17 Rioja, La;Total;Hombres;2013T4;65,65
17 Rioja, La;Total;Hombres;2013T3;66,06
17 Rioja, La;Total;Hombres;2013T2;64,76
17 Rioja, La;Total;Hombres;2013T1;64,06
17 Rioja, La;Total;Hombres;2012T4;65,75
17 Rioja, La;Total;Hombres;2012T3;66,58
17 Rioja, La;Total;Hombres;2012T2;68,31
17 Rioja, La;Total;Hombres;2012T1;66,51
17 Rioja, La;Total;Hombres;2011T4;67,11
17 Rioja, La;Total;Hombres;2011T3;68,36
17 Rioja, La;Total;Hombres;2011T2;67,08
17 Rioja, La;Total;Hombres;2011T1;67,79
17 Rioja, La;Total;Hombres;2010T4;67,85
17 Rioja, La;Total;Hombres;2010T3;69,14
17 Rioja, La;Total;Hombres;2010T2;67,76
17 Rioja, La;Total;Hombres;2010T1;68,28
17 Rioja, La;Total;Hombres;2009T4;69
