Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2017;111
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2016;125
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2015;128
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2014;130
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2013;133
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2012;148
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2011;151
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2010;202
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2009;204
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2008;216
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2007;219
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2006;227
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2005;228
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2004;266
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2003;265
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2002;276
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2001;266
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;2000;298
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;1999;279
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;1998;272
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;1997;352
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;1996;364
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;1995;390
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Provincia;Sin taxímetro;1994;409
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2019;289
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2018;288
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2017;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2016;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2015;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2014;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2013;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2012;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2011;289
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2010;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2009;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2008;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2007;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2006;290
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2005;280
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2004;280
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2003;280
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2002;280
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2001;280
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;2000;271
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;1999;271
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;1998;273
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;1997;280
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;1996;281
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;1995;282
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Total;1994;282
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2019;289
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2018;288
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2017;289
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2016;289
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2015;288
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2014;288
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2013;288
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2012;288
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2011;287
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2010;288
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2009;288
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2008;287
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2007;287
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2006;287
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2005;277
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2004;253
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2003;253
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2002;253
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2001;253
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;2000;243
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;1999;232
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;1998;234
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;1997;234
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;1996;234
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;1995;234
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Con taxímetro;1994;234
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2017;1
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2016;1
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2015;2
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2014;2
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2013;2
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2012;2
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2011;2
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2010;2
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2009;2
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2008;3
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2007;3
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2006;3
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2005;3
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2004;27
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2003;27
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2002;27
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2001;27
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;2000;28
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;1999;39
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;1998;39
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;1997;46
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;1996;47
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;1995;48
TOTAL ESPAÑA;MURCIA, REGIÓN DE;;Capital de Provincia;Sin taxímetro;1994;48
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2019;448
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2018;455
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2017;457
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2016;456
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2015;449
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2014;461
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2013;464
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2012;472
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2011;473
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2010;476
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2009;466
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2008;461
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2007;471
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2006;388
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2005;377
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2004;367
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2003;359
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2002;373
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2001;416
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;2000;416
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;1999;345
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;1998;362
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;1997;368
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;1996;376
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;1995;376
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Total;1994;393
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2019;326
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2018;328
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2017;327
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2016;327
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2015;330
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2014;329
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2013;336
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2012;353
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2011;348
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2010;349
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2009;338
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2008;341
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2007;331
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2006;241
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2005;242
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2004;237
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2003;231
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2002;233
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2001;259
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;2000;259
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;1999;223
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;1998;226
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;1997;216
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;1996;224
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;1995;220
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Con taxímetro;1994;233
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2019;122
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2018;127
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2017;130
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2016;129
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2015;119
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2014;132
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2013;128
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2012;119
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2011;125
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2010;127
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2009;128
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2008;120
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2007;140
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2006;147
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2005;135
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2004;130
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2003;128
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2002;140
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2001;157
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;2000;157
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;1999;122
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;1998;136
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;1997;152
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;1996;152
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;1995;156
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Provincia;Sin taxímetro;1994;160
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2019;314
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2018;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2017;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2016;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2015;316
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2014;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2013;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2012;316
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2011;315
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2010;315
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2009;315
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2008;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2007;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2006;223
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2005;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2004;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2003;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2002;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2001;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;2000;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;1999;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;1998;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;1997;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;1996;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;1995;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Total;1994;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2019;314
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2018;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2017;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2016;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2015;316
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2014;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2013;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2012;316
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2011;315
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2010;315
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2009;315
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2008;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2007;313
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2006;223
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2005;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2004;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2003;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2002;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2001;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;2000;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;1999;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;1998;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;1997;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;1996;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;1995;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Con taxímetro;1994;177
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2017;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2016;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2015;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2014;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2013;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2012;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2011;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2010;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2009;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2008;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2007;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2006;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2005;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2004;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2003;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2002;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2001;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;2000;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;1999;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;1998;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;1997;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;1996;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;1995;0
TOTAL ESPAÑA;NAVARRA, COMUNIDAD FORAL DE;;Capital de Provincia;Sin taxímetro;1994;0
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2019;2.199
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2018;2.208
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2017;2.239
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2016;2.243
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2015;2.244
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2014;2.240
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2013;2.252
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2012;2.245
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2011;2.237
